id,age,salary,years_experience,credit_score,monthly_expense,savings,loan_amount,transactions,rating
3013,24,109415,4,413,24499,409791,471862,276,2
3014,40,88469,8,450,30838,359243,601725,236,3
3015,61,24436,12,735,32447,438064,653385,146,1
3016,49,32669,19,383,39424,73423,450226,68,7
3017,28,87010,10,511,12387,301047,327684,176,4
3018,39,91764,3,760,4670,221442,594743,20,3
3019,39,114074,10,476,6360,492820,221301,72,6
3020,60,16843,8,611,37316,341132,608999,105,3
3021,42,80609,6,458,20710,233204,160404,7,3
3022,39,65812,15,485,36974,111258,423225,53,9
3023,45,31059,4,770,7179,71913,406728,267,2
3024,46,101269,5,608,17676,236083,474972,204,5
3025,30,55768,18,545,27063,225872,468510,32,2
3026,35,40395,0,683,7475,36168,744172,191,6
3027,19,35202,15,341,11681,86078,858541,183,4
3028,46,28273,17,584,8965,231925,717466,187,7
3029,38,63889,12,599,35566,438094,726725,154,1
3030,32,113635,0,735,29874,342936,523882,51,8
3031,69,88048,9,668,38123,467717,571550,289,2
3032,44,108767,6,785,22313,7902,776872,26,4
3033,67,103810,4,735,2859,214869,724268,278,7
3034,48,118235,12,727,26939,81624,677283,210,8
3035,32,60510,15,480,16318,335689,93441,253,9
3036,68,102945,19,639,12337,413680,775229,191,5
3037,40,85649,13,790,13023,397750,914423,145,9
3038,41,17881,10,794,14870,78335,879252,41,9
3039,61,60913,18,462,39790,270935,222369,76,3
3040,30,99785,1,755,27491,10512,695381,295,7
3041,39,80037,7,391,16274,228259,578572,161,8
3042,60,77457,12,404,20158,284864,945426,288,1
3043,54,50343,6,738,21749,146635,233888,149,5
3044,50,77389,11,797,26398,184327,422757,192,1
3045,20,93250,7,627,17970,259478,920570,66,3
3046,36,119489,15,840,32135,347900,986160,177,2
3047,40,23656,17,808,10342,498833,869378,31,2
3048,46,20741,18,550,13412,194766,291749,199,4
3049,47,31661,3,490,37789,216109,920574,74,5
3050,56,112091,11,346,39005,43094,194300,111,1
3051,61,43690,15,550,17293,192576,579282,94,6
3052,64,47833,16,363,15194,95209,682566,169,5
3053,42,117566,3,619,27646,424838,45326,297,4
3054,54,86240,19,823,30765,258079,169509,261,6
3055,64,92711,8,591,19144,200325,515224,213,2
3056,25,72141,4,328,39219,222118,253244,262,8
3057,59,93232,16,736,39395,154870,206805,272,6
3058,33,54023,16,346,37507,352505,496342,208,3
3059,25,55209,1,716,23932,421383,876977,83,4
3060,18,108590,1,750,26300,48373,586249,240,2
3061,61,101612,6,373,25229,271525,522851,123,4
3062,22,95522,3,352,8867,143033,863076,165,9
3063,20,29440,12,532,11108,102683,929658,64,4
3064,18,22960,19,499,32783,390141,387561,97,8
3065,21,37462,10,848,5943,146421,422697,69,3
3066,57,32821,2,396,17523,242125,621289,201,5
3067,52,72772,1,348,38228,375477,378054,135,2
3068,49,42258,15,821,3492,231945,815539,298,9
3069,59,107889,2,339,38389,217917,43224,91,9
3070,51,103952,14,452,10918,149943,796157,289,7
3071,60,77524,16,405,28185,157215,874535,282,2
3072,42,37115,15,510,23402,283351,840377,273,4
3073,27,61433,19,501,31324,457628,480744,21,6
3074,38,105504,6,732,31576,463256,303895,2,9
3075,63,103267,15,446,33760,3622,499268,79,6
3076,56,103321,4,798,25134,366967,996600,44,4
3077,44,119933,1,581,23225,392719,486484,194,1
3078,44,94364,0,609,11131,161549,604839,71,7
3079,19,85077,12,350,32505,1913,219539,36,7
3080,58,55644,15,794,3268,457982,91164,46,6
3081,65,77643,4,708,7561,276199,919588,235,3
3082,30,28311,2,572,31113,104533,838138,224,5
3083,26,45531,14,757,13271,451607,142867,67,7
3084,69,29588,15,419,39422,284729,984721,259,6
3085,53,64416,10,345,9512,421525,616707,119,7
3086,39,27380,18,542,4800,142936,3722,45,5
3087,59,57645,17,610,33620,415997,552190,25,1
3088,43,32818,8,630,23422,95588,919540,165,5
3089,29,45857,7,310,32845,79133,515007,164,2
3090,34,36711,18,723,31361,132613,265301,291,2
3091,31,20097,4,347,14764,104166,425523,275,4
3092,31,43393,16,676,23164,295127,327466,45,6
3093,51,37076,4,307,3143,141470,11917,211,5
3094,37,99274,13,825,31213,25759,829851,225,7
3095,28,72609,6,669,8703,221713,7555,146,8
3096,33,44317,8,739,30850,62353,941455,287,1
3097,68,119765,16,783,12806,322469,443326,10,8
3098,48,73480,2,572,9094,238556,817814,8,3
3099,23,22044,7,430,18158,187833,890188,34,2
3100,36,86033,12,820,29209,284262,539638,234,2
3101,54,70486,15,413,15763,80284,472723,181,5
3102,21,70162,9,831,38256,349753,128452,12,2
3103,64,94287,17,798,14217,108752,223230,238,4
3104,21,44882,2,638,36872,473884,647762,192,3
3105,37,69078,11,320,22240,339623,488596,273,8
3106,27,73734,15,332,39887,414696,51369,2,9
3107,41,58826,17,432,15510,171991,779588,27,6
3108,52,102985,16,325,3808,294225,740109,153,4
3109,43,59028,6,663,23864,382646,852195,140,2
3110,54,66331,18,391,2409,299692,56645,193,8
3111,55,113938,7,844,2645,75010,671748,95,3
3112,38,47543,16,537,19935,381432,835735,168,2
3113,57,44362,6,317,15926,253734,714972,5,4
3114,56,42315,0,573,3113,476007,995484,220,2
3115,38,42746,7,588,27811,294032,404737,28,3
3116,27,25057,18,326,6592,294752,101381,249,9
3117,55,57915,19,733,26552,10401,710945,72,7
3118,63,36061,19,407,21744,56417,294091,134,1
3119,21,66370,9,623,24046,66976,92437,274,5
3120,62,49157,11,830,26454,316103,593795,293,5
3121,37,26322,0,403,17829,46694,394220,192,9
3122,34,84812,3,631,25084,426637,848752,35,1
3123,24,92842,3,661,38398,50625,515205,126,1
3124,21,49017,8,588,33683,368737,270146,17,7
3125,46,71792,14,743,34477,117545,888396,110,7
3126,31,42742,14,336,5869,282307,891225,88,8
3127,20,112136,6,647,7200,6036,408691,10,4
3128,41,79808,11,342,4039,180990,59080,51,7
3129,54,32629,2,425,15079,197593,313923,112,6
3130,33,23245,19,308,25838,128635,528996,52,1
3131,69,111950,8,825,36075,128267,333767,237,2
3132,21,58870,13,430,8634,360337,875169,289,8
3133,41,110634,12,624,3724,414942,153912,97,6
3134,51,79829,11,483,24054,224125,306596,273,7
3135,47,25588,0,581,39458,210083,542597,177,8
3136,35,15442,18,352,4455,387570,136774,230,5
3137,36,117979,15,832,9092,78083,745644,127,5
3138,48,92339,11,676,28612,157204,124072,263,2
3139,36,55721,9,594,33102,301155,926822,266,4
3140,66,52145,1,507,5061,352097,327907,287,2
3141,63,25599,17,776,34001,365790,875652,25,7
3142,36,87594,12,368,12586,176509,429627,185,9
3143,39,97742,5,736,30943,424248,92098,65,2
3144,41,92430,11,600,11476,300966,134800,131,4
3145,62,17939,3,326,26971,192646,730322,235,8
3146,29,37149,0,405,5763,119026,365676,113,9
3147,47,81567,10,310,26078,261387,719040,60,4
3148,55,25208,7,515,37656,57909,965988,14,8
3149,48,81098,1,620,11914,43786,405174,87,7
3150,53,64492,1,759,6006,393062,774664,14,5
3151,36,35951,15,825,19470,191614,282243,173,4
3152,65,63920,0,459,8499,291076,594345,2,6
3153,62,61766,3,763,36072,187518,949165,244,6
3154,53,72014,5,821,13304,357331,84041,160,2
3155,47,43351,19,572,32235,54371,416863,264,3
3156,66,99216,13,540,24894,156642,573782,292,6
3157,50,64386,19,466,19398,62155,749938,218,4
3158,35,102122,14,626,26796,269559,547216,271,3
3159,69,24308,6,828,13997,101198,43891,34,4
3160,66,74252,6,572,32780,39227,315613,149,6
3161,45,90145,17,675,29832,486080,864895,9,3
3162,64,110031,1,674,28506,325242,30207,40,1
3163,28,98211,19,633,10664,381633,703322,254,6
3164,62,43064,14,302,39888,52807,212472,26,2
3165,50,68879,0,542,32164,397734,501070,25,9
3166,34,23720,16,350,32060,498201,698741,199,6
3167,23,57940,19,649,15985,22460,458213,91,1
3168,21,94993,12,473,38880,305584,226310,45,4
3169,37,83475,11,415,19917,65042,889568,225,5
3170,65,62113,14,660,3462,454138,849284,277,8
3171,64,63926,4,654,26082,327768,358835,89,3
3172,44,53203,6,375,3865,197472,341107,296,9
3173,32,103901,7,380,38777,292540,68710,175,9
3174,23,20392,13,528,13322,453113,287457,61,5
3175,64,40905,3,371,28312,378477,930356,270,4
3176,31,88508,13,702,29762,387573,630646,200,7
3177,28,65385,9,517,16538,80935,279554,76,9
3178,56,45653,15,751,9710,211312,579389,175,6
3179,26,106865,10,666,27047,2698,807455,274,7
3180,43,99720,13,611,5177,385769,376577,23,1
3181,33,29799,13,597,29502,217562,623695,26,4
3182,22,75103,1,323,21249,177645,739963,230,2
3183,69,30052,12,409,5197,37194,136016,194,1
3184,27,21044,2,351,37229,45664,662324,130,7
3185,67,34871,17,589,26166,274560,8587,150,4
3186,20,104303,3,743,5581,46384,994171,115,2
3187,30,35234,18,766,10692,153241,438660,166,5
3188,60,36381,15,558,34888,71110,208131,249,7
3189,66,32274,3,623,3775,99694,947511,170,2
3190,47,102840,18,637,34656,441894,580943,156,7
3191,62,98108,14,721,2606,406915,744657,63,3
3192,23,118948,0,558,9375,18665,959998,273,8
3193,34,64892,15,364,2819,213544,981439,243,7
3194,62,65521,14,462,13456,489292,172076,187,1
3195,68,106501,15,463,33373,214498,575419,115,9
3196,36,98920,19,338,2783,101026,637331,258,6
3197,59,98391,0,619,9560,179071,293172,207,4
3198,52,32920,16,659,31168,18341,886600,108,6
3199,63,31702,4,568,2391,236234,911119,256,2
3200,43,118457,4,623,26264,223918,403682,109,2
3201,68,16894,6,625,35900,171277,676188,247,8
3202,22,45985,12,556,12709,50914,969757,226,5
3203,46,43287,11,499,39213,334276,485651,178,7
3204,54,88527,3,737,15062,269093,200041,143,1
3205,37,30439,3,403,12388,309928,160469,146,6
3206,66,109620,5,671,30036,257507,912819,77,7
3207,38,57235,14,463,7318,253022,238371,38,7
3208,27,42659,18,412,32544,490138,215061,80,3
3209,22,39976,5,848,22823,7621,930176,148,9
3210,53,119239,11,405,18978,241179,594964,282,9
3211,23,97643,13,663,30460,62037,800431,121,5
3212,43,82865,17,320,5324,453319,647658,154,9
3213,21,83306,11,428,24552,200497,79314,274,7
3214,56,71697,14,782,4934,172617,148935,172,7
3215,56,85382,18,498,7033,215334,15108,135,9
3216,67,31651,7,820,8086,6514,146422,236,2
3217,52,64044,8,719,39101,303127,420727,35,5
3218,18,29633,4,525,28939,291800,233692,12,8
3219,41,94164,4,508,20894,469580,257617,239,8
3220,53,15569,5,544,6687,356765,42972,41,3
3221,23,74900,2,587,4887,351682,561742,54,5
3222,58,82509,4,365,5043,147353,513521,129,4
3223,63,116126,0,452,20015,163543,758572,281,4
3224,61,48038,10,790,19789,139825,330910,249,2
3225,48,64088,19,734,8115,140813,942222,271,6
3226,37,88177,0,517,30821,68541,952121,75,1
3227,41,89466,6,728,24879,253631,921524,173,8
3228,42,87216,14,801,34717,183407,565292,45,9
3229,53,81793,16,520,37610,290285,16834,170,5
3230,38,88786,7,734,7504,239326,918763,20,6
3231,47,53138,1,579,10649,443691,205803,245,1
3232,41,78310,12,391,28848,467116,135849,207,6
3233,61,43757,11,823,26742,142189,384224,116,1
3234,59,85394,4,438,17675,353366,302487,167,5
3235,47,94027,12,322,36741,2823,95525,285,9
3236,39,105830,5,716,28520,21005,515890,276,5
3237,45,71151,14,647,16833,133210,814359,96,3
3238,24,64272,10,536,9574,166560,673740,12,4
3239,52,21908,3,482,10143,50875,290394,268,3
3240,45,25844,0,807,25936,417231,306592,53,4
3241,31,66455,14,497,38596,134484,112786,98,6
3242,27,118165,11,422,23469,80331,758552,264,3
3243,33,83447,8,845,39505,100070,978501,280,5
3244,33,89527,10,680,18623,276263,220128,61,7
3245,48,92108,4,814,37720,274717,11224,129,1
3246,59,58066,6,305,13630,371800,607702,89,3
3247,42,110229,7,603,19239,76021,353328,78,6
3248,30,55004,0,491,33023,421159,536592,228,2
3249,23,53333,0,675,29240,5017,192660,70,8
3250,61,98029,2,824,38006,169110,525866,173,7
3251,26,54697,7,335,2553,457501,967891,112,2
3252,62,32634,10,369,26518,483322,26315,152,5
3253,53,39561,0,588,15612,183182,893943,60,4
3254,60,33033,13,404,13137,222120,996044,231,2
3255,37,87887,0,612,27804,423013,809809,274,4
3256,35,70063,5,354,34505,141258,27541,105,9
3257,60,40921,5,406,11617,375226,97342,258,2
3258,38,34340,2,606,17398,285925,17943,233,6
3259,21,77781,9,335,4693,101155,763424,164,4
3260,67,29901,11,432,32971,159624,960450,291,8
3261,50,25638,9,324,3971,138982,663248,198,4
3262,44,53596,1,336,16542,4871,189926,94,9
3263,24,101914,12,318,10691,15627,201183,115,3
3264,23,59324,15,334,15454,479359,659216,72,7
3265,32,103356,12,662,22498,29586,222895,294,5
3266,35,105596,3,717,5773,177326,987179,154,1
3267,49,47642,3,729,22031,338094,614040,287,3
3268,28,40378,10,817,4866,325270,953799,254,9
3269,37,65867,13,766,34568,55029,310782,180,9
3270,41,88686,2,498,4067,223124,209770,8,5
3271,32,57875,18,845,24291,176283,252258,189,5
3272,65,104595,0,510,30497,105665,792251,35,4
3273,24,115061,4,800,33969,48733,626460,290,4
3274,38,98729,16,540,33458,247577,488459,138,4
3275,59,79377,0,469,18677,245544,250211,168,2
3276,43,69691,18,593,32245,21300,998270,108,7
3277,61,108337,18,614,37314,205095,564360,140,3
3278,31,79303,3,426,10267,166910,111065,155,1
3279,54,75839,18,767,5775,9828,716373,147,3
3280,38,64063,5,666,13388,376891,653364,218,9
3281,35,106782,14,320,12266,235182,421436,54,9
3282,22,93343,3,615,27875,196909,450462,15,7
3283,20,98071,0,389,32267,401058,260084,223,1
3284,40,20492,16,703,5534,109872,354416,189,6
3285,43,46357,10,817,4053,152131,964399,221,1
3286,54,86838,16,750,20083,258353,87659,149,2
3287,41,47314,0,449,11929,377546,140765,285,3
3288,66,63697,8,745,34083,32430,392526,107,6
3289,36,85283,13,379,5739,380352,623406,271,7
3290,68,74567,14,316,22757,85445,990624,251,8
3291,42,62006,0,437,35107,293074,668738,64,9
3292,38,75011,1,807,4862,382849,708577,270,7
3293,29,25686,17,373,18997,499219,670015,165,6
3294,58,52449,17,373,19487,462387,588409,54,5
3295,50,76606,5,349,30353,219764,339197,128,2
3296,67,33891,19,309,10984,24221,913808,187,8
3297,21,67115,7,402,25130,144478,656683,213,5
3298,59,116732,0,687,10258,497679,352260,180,2
3299,24,75719,14,684,14502,263403,48989,295,3
3300,39,110464,9,598,39279,151452,224701,147,7
3301,50,88030,3,638,14839,287336,599274,184,8
3302,34,51723,9,688,30371,369705,985074,164,5
3303,41,44877,10,773,35338,278877,22974,180,8
3304,51,108517,4,441,7356,488405,464718,97,6
3305,45,29026,8,469,18500,380610,817149,168,2
3306,60,35422,4,312,12390,182393,391206,181,2
3307,58,24244,10,748,31778,213201,442567,236,8
3308,56,48481,2,473,21840,406532,591529,94,4
3309,39,104180,3,431,31980,312092,290661,223,8
3310,66,73031,9,839,37819,213640,773979,111,9
3311,34,23521,6,568,16065,494186,509972,263,6
3312,51,16746,0,550,12559,353915,986798,298,9
3313,23,98127,5,669,10433,112491,912457,62,6
3314,63,107254,7,825,10656,246329,871195,229,3
3315,23,83232,16,805,33477,87919,690324,239,8
3316,51,27012,6,477,31529,94653,425243,258,1
3317,18,95224,0,846,20262,378192,329813,214,6
3318,27,38457,8,558,39649,189245,504933,77,3
3319,38,85572,10,559,38577,137786,2578,46,3
3320,22,44960,18,434,10763,7043,776254,244,9
3321,19,117022,1,760,23989,188329,964211,38,7
3322,39,102695,10,788,26117,467274,451251,95,2
3323,65,22910,2,380,38409,447165,951085,141,6
3324,19,17693,16,666,30080,388097,530839,60,4
3325,27,30858,9,358,30195,143625,951899,55,7
3326,51,43810,2,373,2656,95045,457900,107,4
3327,33,35092,2,538,17609,299672,655052,287,7
3328,65,103779,6,428,21535,292928,53768,213,6
3329,68,63700,1,711,6110,74904,495112,86,8
3330,56,73105,0,614,9207,54192,330260,182,7
3331,39,45505,6,673,35074,269314,456727,181,9
3332,29,88228,19,736,22876,41896,317534,165,4
3333,41,43555,10,437,10869,207112,392895,96,9
3334,64,86934,5,754,33689,368431,921436,3,5
3335,57,87788,3,308,14185,491288,205095,205,9
3336,55,92257,18,531,22878,357926,269257,242,4
3337,27,32939,18,696,3396,86919,429235,298,3
3338,52,26825,13,617,5460,45007,966531,183,7
3339,68,105787,2,806,39121,206330,345218,166,4
3340,66,117491,3,821,31020,61849,94092,152,5
3341,49,39151,7,386,9676,259540,573972,266,3
3342,24,15036,17,617,39312,113917,758791,140,6
3343,38,108948,3,632,5148,376782,525175,244,4
3344,37,98707,10,659,14272,143681,478408,238,1
3345,43,54051,15,540,2827,45610,641901,211,2
3346,21,113297,2,355,4655,100565,674176,117,8
3347,63,95738,6,409,10691,252016,364045,10,4
3348,69,88596,1,348,11253,333962,155467,71,2
3349,39,75071,0,315,9525,282414,440867,119,4
3350,32,88601,0,372,15553,153398,136597,119,7
3351,57,44873,5,501,38264,253803,764276,127,2
3352,38,51648,18,392,6222,226572,191651,260,6
3353,32,86468,6,332,27702,415747,457260,228,1
3354,39,41470,4,718,12716,189671,326287,86,3
3355,69,80129,17,502,24963,440176,96254,266,9
3356,45,23328,12,611,23888,287498,479754,215,5
3357,31,21333,0,768,6180,344663,910689,240,8
3358,44,61638,9,693,3382,39639,724376,249,1
3359,58,26268,8,510,16362,215770,807422,57,4
3360,57,85603,16,455,6167,104064,97113,165,3
3361,45,32045,0,621,32287,218352,179138,196,9
3362,43,55741,0,734,17581,363428,172243,239,7
3363,66,103306,6,339,28194,444955,58270,279,3
3364,19,57770,3,339,30823,160200,805488,70,1
3365,42,22887,11,752,11427,484728,331712,263,5
3366,20,113718,15,489,12822,351667,851801,19,3
3367,25,112906,13,314,38751,46832,450904,238,2
3368,61,39918,9,423,26121,348701,109578,240,3
3369,50,50497,13,579,8200,90220,373071,70,5
3370,59,108562,6,347,16761,57316,767315,198,5
3371,69,76009,3,488,24126,288934,710515,262,8
3372,52,26929,1,603,25095,329827,681637,194,4
3373,23,117201,17,404,28123,6550,138497,132,2
3374,56,76762,15,668,15319,286913,948277,70,8
3375,69,115473,8,800,17590,101754,471644,255,8
3376,40,94099,4,759,4184,139210,282374,185,8
3377,42,43546,8,546,24701,250153,540967,234,1
3378,67,93424,7,563,9003,441620,302636,230,9
3379,60,52338,19,505,39118,454702,81845,142,4
3380,36,49283,15,806,27387,213936,908504,111,4
3381,22,97494,19,829,31554,367805,322236,83,8
3382,68,93170,17,663,29781,337745,659843,243,8
3383,28,99787,3,639,36501,449032,162922,7,6
3384,29,61566,15,706,14988,337245,997153,61,4
3385,27,100464,3,752,18456,491831,230872,213,3
3386,25,117781,5,449,7042,264338,633863,183,5
3387,41,96991,2,492,31214,171327,476703,239,8
3388,45,107680,17,446,10061,184751,284561,53,7
3389,58,43013,14,705,13034,292677,359591,220,8
3390,53,67132,7,482,23987,86401,21834,83,1
3391,54,102412,17,405,2877,242964,657335,172,4
3392,38,107498,2,535,34414,137687,659492,28,9
3393,25,43084,5,478,29241,368906,335078,177,6
3394,26,36143,14,731,22677,16084,528566,155,8
3395,64,106627,11,700,11642,402232,47395,249,8
3396,32,29179,4,824,37308,228764,859893,207,5
3397,65,113343,6,839,34849,158797,669193,244,8
3398,63,73726,14,622,11914,35825,135237,167,4
3399,57,25222,6,560,33093,45072,844012,214,6
3400,35,74965,12,698,2579,413017,606671,84,7
3401,59,79068,2,636,14587,495352,119925,27,6
3402,37,38949,12,599,2645,300390,229080,35,6
3403,23,31116,2,418,8263,417070,569534,69,8
3404,29,66052,1,712,17928,58793,689057,194,5
3405,19,66369,3,683,28809,169458,706398,297,8
3406,24,63817,16,779,33901,408358,433657,50,9
3407,33,118100,5,604,29875,18393,826871,45,4
3408,20,117910,10,495,10499,397994,73454,276,3
3409,62,98203,5,632,2233,231317,69447,120,5
3410,20,89311,1,319,19418,233979,481680,292,5
3411,44,44655,16,732,14930,103284,309114,200,7
3412,67,72802,2,725,17246,147390,266556,91,3
3413,60,62632,11,528,39889,496888,33485,152,9
3414,57,29193,13,823,36503,310212,989405,164,6
3415,55,95212,1,516,6277,239069,17041,133,9
3416,50,45776,4,674,2941,45778,263356,212,1
3417,45,58225,9,335,2349,492423,749293,181,2
3418,18,75010,9,327,29262,98506,596259,256,2
3419,25,97735,8,671,3405,395466,506804,98,8
3420,54,80451,12,385,9464,450377,649438,124,4
3421,49,63812,9,487,15508,175420,721653,178,7
3422,65,95602,5,604,34029,281847,695030,241,4
3423,60,33895,10,721,3545,432894,791968,226,4
3424,54,80782,3,379,30957,220530,904598,163,8
3425,21,36209,13,485,9896,315491,669631,294,4
3426,47,119820,16,304,19738,331637,751653,155,3
3427,23,97336,19,796,6288,416938,857540,248,9
3428,63,76807,1,808,27744,277038,91342,193,3
3429,36,38086,9,301,23150,320207,879517,73,5
3430,49,100637,2,516,24341,26772,453007,259,1
3431,26,97027,6,836,37353,99290,710581,230,9
3432,29,42207,6,556,23091,168114,578919,100,6
3433,28,35897,0,752,2900,92168,92124,226,5
3434,63,78083,7,723,21725,371898,568923,30,4
3435,33,110028,0,623,30722,489236,136197,223,8
3436,18,81957,7,798,26078,65181,48260,222,2
3437,62,112551,13,496,18511,442072,37861,16,5
